superior_frontal_gyrus_left,superior_frontal_gyrus_right,orbitofrontal_cortex_left,orbitofrontal_cortex_right,dorsolateral_frontal_cortex_left,dorsolateral_frontal_cortex_right,paracentral_lobule_left,paracentral_lobule_right,postcentral_gyrus_left,postcentral_gyrus_right,dorsolateral_parietal_cortex_left,dorsolateral_parietal_cortex_right,precuneus_left,precuneus_right,anterior_cingulate_cortex_left,anterior_cingulate_cortex_right,posterior_cingulate_cortex_left,posterior_cingulate_cortex_right,isthmus_cingulate_cortex_left,isthmus_cingulate_cortex_right,lateral_temporal_cortex_left,lateral_temporal_cortex_right,mesial_temporal_cortex_left,mesial_temporal_cortex_right,lateral_occipital_cortex_left,lateral_occipital_cortex_right,pericalcarine_cortex_left,pericalcarine_cortex_right,lingual_gyrus_left,lingual_gyrus_right,cuneus_left,cuneus_right,insula_left,insula_right,cerebellar_cortex_left,cerebellar_cortex_right,thalamus_left,thalamus_right,caudate_left,caudate_right,putamen_left,putamen_right,globus_pallidus_left,globus_pallidus_right,brainstem_wo_pons,pons,hippocampus_left,hippocampus_right,amygdala_left,amygdala_right,ventral_diencephalon_left,ventral_diencephalon_right
1.2738172,1.2637216,1.2670705,1.2494899,1.3904259,1.2857903,1.3398349,1.3782047,1.262808,1.2344254,1.4091461,1.3920288,1.5927043,1.5906303,1.0851189,1.099973,1.4288704,1.4478662,1.3677766,1.3564607,1.2358154,1.1899061,1.166696,1.1438181,1.3569819,1.3441095,1.5087954,1.5619212,1.4022455,1.4020255,1.4577577,1.4854265,1.1390651,1.1219196,1.2007266,1.2236487,1.0468444,1.0648594,1.0085831,1.0423019,1.5325289,1.5343188,1.1752844,1.1883528,0.9152876,0.9301023,0.96394426,0.9149932,1.0141141,0.97426504,1.0016221,0.9516357
1.2457561,1.2352359,1.2313691,1.2450074,1.3022234,1.325583,1.1769615,1.1650857,1.2013328,1.1927438,1.2725961,1.2979094,1.4034808,1.3970479,1.10759,1.0923606,1.3419772,1.3629562,1.1857399,1.208897,1.1213795,1.1668384,1.0603285,1.0931622,1.262281,1.3003192,1.5160507,1.5539553,1.3318843,1.324155,1.3827056,1.4359975,1.1254103,1.1344627,1.115892,1.1372982,1.024341,1.0479349,1.015079,1.043566,1.3194289,1.3211031,0.98973775,1.0228236,0.87513226,0.92125297,0.9150756,0.9063375,0.86167926,0.8812496,0.92140996,0.9059921
1.3177394,1.3438143,1.3162177,1.3056277,1.3195456,1.3372214,1.2325652,1.2651542,1.146138,1.1777356,1.2411098,1.229427,1.5505327,1.5420874,1.3312005,1.2566392,1.4501072,1.467918,1.3992922,1.4632822,1.1639272,1.1863397,1.1398658,1.1857684,1.1565689,1.1818365,1.5492533,1.6422265,1.397847,1.4533492,1.3985193,1.3667556,1.2702259,1.3400937,1.179898,1.1921623,1.2185152,1.2579623,1.187644,1.2061356,1.5909033,1.6939628,1.2262127,1.2867882,0.96876574,0.94582075,1.0497124,1.0906205,1.0256344,1.0930653,0.999636,0.9904997
1.4549127,1.4526148,1.4191108,1.4328969,1.4938031,1.4824018,1.350952,1.364029,1.359983,1.358202,1.427035,1.4034507,1.6342934,1.6114368,1.3832791,1.3439237,1.4940395,1.5094374,1.4811331,1.4862529,1.3523948,1.3389661,1.3727866,1.3518546,1.4365194,1.4473038,1.949867,1.961834,1.7809525,1.7444376,1.574654,1.4727867,1.3665887,1.409076,1.363005,1.3887662,1.2522162,1.2052277,1.1569334,1.172883,1.5216055,1.5713207,1.183649,1.2198218,1.0115236,0.96458524,1.0960491,1.0543519,1.0925835,1.0717249,1.0071903,1.0036542
1.401009,1.3980917,1.3158661,1.3360887,1.5072533,1.5109103,1.4464136,1.4455488,1.3731279,1.3590713,1.3978267,1.390029,1.6096716,1.6198013,1.2705443,1.2021452,1.4879996,1.5266728,1.4675972,1.4824312,1.2213005,1.2141242,1.1638595,1.139801,1.3761973,1.4060445,1.6649897,1.8184142,1.5535554,1.5425619,1.5122232,1.5982089,1.2740961,1.2301663,1.0968704,1.0922159,1.2301241,1.2512434,1.1293625,1.1511102,1.5375613,1.5542268,1.1367897,1.1478943,0.9361463,0.9384971,0.930136,0.9496992,0.8622329,0.89689696,0.99179316,0.9887987
1.2738097,1.2908115,1.244564,1.2721884,1.3463962,1.3740873,1.3728985,1.397213,1.2387005,1.287619,1.2887646,1.3364218,1.4518404,1.4966946,1.1948137,1.172515,1.3981174,1.4449707,1.2088258,1.3057457,1.1724803,1.2344987,1.1499097,1.1752998,1.3514186,1.4161093,1.4819529,1.6033032,1.3856125,1.4367754,1.4525279,1.4439286,1.2004302,1.2262706,1.0993901,1.0905344,1.0874718,1.1043144,0.94824,1.002789,1.5387633,1.559391,1.0950592,1.1312156,0.8823925,0.92559665,0.95946497,0.9587609,0.92665964,0.9309343,0.9281142,0.94472706
1.1527747,1.1457249,1.1119875,1.0944588,1.2278856,1.1984712,1.2567574,1.2555536,1.1516545,1.1413784,1.2236874,1.1952236,1.5060432,1.451908,1.0471836,0.97251534,1.3184066,1.3284845,1.2239695,1.2719251,1.0788127,1.0459563,1.0656977,1.0491236,1.3251506,1.3233595,1.5823038,1.5977181,1.4524537,1.4134461,1.4434,1.3962598,1.0446835,0.9960114,1.0771681,1.0573497,0.97277737,0.9524531,0.84750676,0.8120371,1.3237556,1.2898196,1.0350218,1.0121539,0.8505672,0.90686923,0.8459789,0.8510913,0.829342,0.8416162,0.85680306,0.8254344
1.445081,1.4491596,1.4014469,1.3672754,1.4871475,1.5092591,1.4756542,1.4408739,1.3690933,1.3496048,1.3675668,1.3918254,1.6182358,1.6172113,1.315556,1.3017997,1.583006,1.5604479,1.4807905,1.5907457,1.2761728,1.2840496,1.2984487,1.2754077,1.3217767,1.3559822,1.6691685,1.7234182,1.5646092,1.5849913,1.5720094,1.4825227,1.3551652,1.372917,1.1257684,1.1153587,1.1251229,1.1339663,1.1899662,1.2406493,1.5867469,1.5827115,1.2189898,1.2317363,1.0077413,0.9621953,1.1402483,1.1079366,1.0682319,1.0803987,0.96543294,0.96802866
1.291625,1.34542,1.332601,1.3496112,1.3832829,1.4302678,1.2912611,1.3149705,1.2023007,1.2969303,1.0991542,1.2657619,1.4571853,1.5089247,1.3045968,1.2535166,1.4613385,1.4878175,1.3499658,1.3944155,1.1392936,1.1716471,1.1036603,1.1494383,1.0587764,1.1782639,1.4321885,1.6728119,1.3672178,1.5063835,1.2958344,1.5799906,1.3241694,1.304993,1.2313097,1.2159826,1.1913776,1.2856429,1.2067735,1.2569102,1.5247583,1.5937287,1.2051891,1.2534547,0.9806886,0.9563932,1.0882919,1.1448627,1.0653352,1.0794342,1.0227498,1.0343661
1.2149367,1.2433861,1.1759793,1.1957557,1.218547,1.3140801,1.1888134,1.1613151,1.0650479,1.1320165,1.1396723,1.1632973,1.3057305,1.2848144,1.029389,0.98719394,1.2154771,1.2253768,1.2515002,1.2047513,1.0378687,1.0995463,0.9986755,1.01849,1.1140599,1.1599944,1.1678063,1.281017,1.2072035,1.2247158,1.173767,1.2521114,1.0160005,1.0494078,0.98736346,1.0139432,1.0668099,1.0755876,0.98714864,0.9666724,1.3981411,1.4108115,1.0593435,1.0983814,0.85335517,0.91193223,0.8274385,0.8397455,0.8216717,0.86760795,0.8912401,0.9080958
1.4946864,1.4928932,1.3808275,1.4021897,1.5434949,1.5385712,1.3687634,1.3852631,1.3764662,1.3795177,1.4574902,1.413722,1.663336,1.6253625,1.3404442,1.2850544,1.6050564,1.6129798,1.5767804,1.5707673,1.3281955,1.307431,1.2561647,1.2239971,1.3754728,1.3555831,1.7012457,1.7192767,1.5453346,1.5094197,1.6555965,1.649555,1.3656129,1.3501459,1.2223701,1.2206943,1.3222305,1.3174763,1.2723773,1.2738677,1.4979625,1.4782006,1.1214623,1.1368588,1.0109358,0.957021,1.091524,1.0764139,1.037645,1.0297745,1.0578812,1.0496472
1.0746728,1.0636016,1.0994701,1.0951716,1.1805733,1.1542326,1.114416,1.1346439,1.011412,1.0435742,1.073635,1.0692427,1.2409455,1.1820567,0.94460636,0.8977026,1.1064306,1.0814831,1.1651335,1.1078641,1.0462955,1.0220152,1.0466964,1.007067,1.209244,1.1808196,1.5876569,1.5570694,1.3293799,1.3239751,1.2903814,1.2461811,0.9841535,0.9690125,1.2013307,1.1666329,1.0954291,0.9185793,1.0092634,1.0207667,1.4342009,1.4227949,1.1074947,1.1720309,0.9059119,0.9221156,0.86271197,0.878387,0.85027814,0.8587728,0.9323172,0.9240363
1.3219349,1.3750793,1.2886411,1.3112881,1.4679255,1.4952289,1.4758397,1.506295,1.3757439,1.3243496,1.3811066,1.3356901,1.7635,1.7484945,1.239311,1.184058,1.6209219,1.6250603,1.5109806,1.512199,1.1532915,1.1553984,1.1606684,1.1437505,1.3311833,1.3322754,1.9025537,1.7773659,1.6251833,1.5743655,1.685176,1.6606497,1.2763321,1.2597147,1.0982269,1.0899148,1.2488011,1.2666541,1.0530314,1.0530207,1.6220137,1.6529423,1.1078415,1.1608464,0.88709843,0.9139984,0.91697246,0.9307829,0.88825345,0.9271603,0.9556453,0.9634218
1.2285439,1.2440734,1.1708634,1.1709585,1.2699577,1.2882302,1.3169506,1.3034065,1.1570084,1.1579598,1.1949022,1.189187,1.3998913,1.3860985,1.1266105,1.1129442,1.3387537,1.3340151,1.2863055,1.2878575,1.1213043,1.1257473,1.1061721,1.109231,1.1848955,1.1746417,1.4591277,1.5155865,1.3785468,1.3248658,1.3396834,1.3367769,1.1126812,1.089464,1.139562,1.131944,1.1269989,1.1528184,1.0470717,1.0604392,1.4410337,1.4561093,1.1088781,1.1293074,0.9016058,0.9423851,0.9774435,0.9586572,0.93172556,0.943284,0.93967116,0.96173334
1.3845301,1.3895955,1.3539442,1.340849,1.4537809,1.4859557,1.3968498,1.3885475,1.313735,1.3679539,1.3651086,1.3834664,1.5350007,1.5401682,1.2471552,1.1977687,1.4737871,1.4843638,1.4227854,1.4376364,1.2417587,1.27805,1.2110592,1.2232612,1.446503,1.4522538,1.6366177,1.6761603,1.4952701,1.513401,1.5801423,1.5394086,1.2557133,1.2832276,1.22213,1.1938798,1.2196612,1.2413456,1.055373,1.1107956,1.4760895,1.4813688,1.1439618,1.151523,0.9278414,0.9286345,1.0286014,1.0390924,0.9727584,0.9934366,0.9847131,0.9815937
1.3634996,1.3394539,1.3259526,1.3152654,1.4169068,1.4107721,1.389541,1.4053798,1.3320098,1.351103,1.3500324,1.3214303,1.5534407,1.5463413,1.2744762,1.2549485,1.5014944,1.5367978,1.3985213,1.4114558,1.2551088,1.2496278,1.2088735,1.1951088,1.3726462,1.3902577,1.5846983,1.6958672,1.5155333,1.496306,1.5007827,1.5352128,1.298112,1.2912812,1.1265813,1.1331556,1.1713384,1.1803795,1.1505578,1.1211337,1.4705292,1.4501375,1.0899371,1.0802641,0.88685775,0.9266294,1.0610436,1.0316535,1.0188576,0.9760299,0.9723479,0.96427065
1.2605681,1.2407607,1.2681044,1.2598042,1.3935455,1.3407016,1.1876864,1.2170122,1.2319355,1.1874236,1.2794695,1.2591488,1.4206244,1.444635,1.1068673,1.0291672,1.2585919,1.2716339,1.2879933,1.3636451,1.1879209,1.1623032,1.1172856,1.0926965,1.3027774,1.33799,1.6000782,1.6655015,1.4352819,1.4638137,1.4923756,1.5397619,1.1814421,1.1334258,1.1461737,1.1381247,1.1294864,1.1332779,0.9488773,0.9254324,1.4338727,1.4010767,1.0381477,1.0620481,0.9164875,0.928602,0.9693677,0.96207225,0.9237568,0.9087834,0.91086125,0.94880116
1.2297716,1.2261894,1.1488802,1.1695502,1.3203557,1.3132094,1.3613622,1.4085361,1.2231486,1.2430665,1.115113,1.2363732,1.2684743,1.363592,1.0634578,1.0155629,1.3285341,1.295349,1.1626642,1.2355436,1.0056678,1.0243179,0.92923707,0.9935358,1.0569786,1.2776556,1.3698672,1.4699959,1.2257483,1.3016732,1.236941,1.3153071,0.96158254,1.0230097,1.0813009,1.0906811,1.0329323,1.0473572,0.7667622,0.78970003,1.3259034,1.3112804,1.0260944,0.9839028,0.8583898,0.9113752,0.8294249,0.8262984,0.858166,0.8452117,0.8451649,0.8476101
1.1369947,1.1219387,1.1417799,1.1355995,1.1925114,1.1725024,1.0854574,1.0511007,1.041149,1.0312322,1.125271,1.1061587,1.2458521,1.215134,1.0062261,0.97190857,1.1324855,1.1279973,1.1123415,1.1569847,1.0686108,1.0391799,1.0231922,1.0041482,1.2275783,1.2434549,1.3145418,1.3706149,1.2583524,1.2337565,1.25874,1.2472197,0.9850033,0.97200674,1.0617772,1.0763218,1.1187989,1.1046777,1.0034405,1.0005809,1.4293147,1.4133581,1.1018885,1.1109068,0.8686733,0.9049309,0.87958264,0.83130354,0.86679757,0.76712716,0.8783509,0.8850792
1.3228656,1.3248256,1.3352833,1.324929,1.4224908,1.4037337,1.3521076,1.3722899,1.2789866,1.241096,1.4130011,1.3846784,1.6211957,1.5888873,1.2021139,1.1660079,1.4293715,1.4291556,1.449422,1.4858056,1.2408519,1.2385665,1.2442076,1.2360661,1.360362,1.3756526,1.6332401,1.7089113,1.539051,1.4666697,1.5374858,1.5103555,1.209994,1.1931909,1.2574463,1.241007,1.1762439,1.1820326,1.1165053,1.1061091,1.433404,1.4117355,1.023084,1.0341699,0.93337935,0.94643366,0.984342,0.96430933,0.92607486,0.9190541,0.92272747,0.914167
1.3568307,1.3387072,1.3009703,1.3095934,1.3953815,1.4253608,1.2271922,1.2405144,1.2114236,1.2399598,1.3127468,1.3216712,1.4726171,1.4635838,1.1930186,1.1441162,1.3459818,1.3748955,1.3962688,1.3815806,1.2262095,1.2277997,1.1839454,1.1548077,1.3375336,1.3490438,1.5575858,1.5218226,1.3774127,1.3545141,1.4114196,1.4334768,1.1926746,1.182583,1.1779196,1.1775229,1.1385316,1.140013,1.0797157,1.0836176,1.417402,1.4189616,1.0403471,1.0551323,0.9035149,0.93221897,0.92708933,0.89543456,0.8642277,0.8494648,0.94068736,0.9263244
1.2122768,1.2334431,1.2056565,1.2020524,1.3382301,1.2978363,1.1637216,1.2074983,1.2298051,1.2351233,1.3352207,1.314984,1.4722646,1.4623296,1.0767877,1.0709525,1.2883277,1.2820357,1.290269,1.2759218,1.1482209,1.1621431,1.0886937,1.0829602,1.3069001,1.3009479,1.5402884,1.5708841,1.3760741,1.3875551,1.388116,1.424423,1.1471076,1.1549345,1.118651,1.1168938,1.1540656,1.1559066,1.0385153,1.0072522,1.3265127,1.3561836,1.0350165,1.0650504,0.8962606,0.9238815,0.9202126,0.9098885,0.88958293,0.8958606,0.9100709,0.9397339
1.5690156,1.5266639,1.3774215,1.3776596,1.5971638,1.6092923,1.5421933,1.5069729,1.4510611,1.454468,1.5340575,1.5302896,1.7543895,1.7213106,1.3210789,1.2595624,1.6068484,1.6393216,1.5365707,1.5969187,1.3389388,1.3233902,1.2126869,1.2212939,1.4398719,1.4377362,1.6403004,1.7551924,1.534252,1.5373244,1.651207,1.660465,1.3225275,1.310941,1.3095081,1.3314725,1.1584123,1.1775589,1.1133468,1.123799,1.4191924,1.4358548,1.0829641,1.0894685,0.97472703,0.9606076,1.0287215,1.0244292,0.9334146,0.936433,0.96587676,0.97223836
1.4896214,1.5140907,1.3377377,1.414762,1.5890194,1.6337073,1.5069641,1.5379643,1.4735568,1.4949481,1.4085172,1.5116479,1.5975884,1.686397,1.3176413,1.3375127,1.5695688,1.6304246,1.3656204,1.4581909,1.22758,1.3461121,1.2619958,1.29361,1.5957431,1.6463785,1.9313143,1.9485948,1.6862712,1.6350899,1.7679158,1.7396795,1.3009156,1.4113415,1.2247537,1.2096763,1.2713974,1.2891811,1.2087352,1.2285645,1.7340609,1.7754946,1.2372824,1.2797205,0.9322757,0.93959445,0.9855501,1.0375229,0.98763067,1.0242782,0.9753841,1.0033883
1.2405167,1.2657852,1.2385446,1.2475493,1.3375597,1.4054743,1.3100607,1.2888352,1.2528735,1.2608367,1.2485479,1.2553145,1.4958662,1.4245765,1.0694892,1.0050266,1.4510006,1.4307169,1.2218418,1.2778552,1.1191417,1.1676738,1.0498706,1.0981097,1.2789865,1.2825772,1.5004367,1.5465726,1.3190919,1.2893168,1.3538476,1.3306062,1.0870842,1.1246083,1.1300217,1.1306744,1.110236,1.1236874,0.84734493,0.87976205,1.423754,1.3904752,1.1163485,1.1426828,0.8507079,0.9168772,0.79602367,0.83800274,0.8505729,0.891843,0.9155323,0.9147092
1.2130461,1.2375177,1.1526304,1.1863089,1.2408932,1.2955792,1.2669997,1.2922246,1.1148676,1.1874843,1.1597934,1.2242292,1.3714263,1.4096009,1.0837948,1.064976,1.311694,1.3595052,1.2010043,1.2041507,1.0824893,1.1194776,1.0758213,1.0875319,1.2227186,1.2763457,1.4755297,1.48746,1.3205737,1.2966534,1.3622487,1.3079327,1.0616459,1.0724071,1.0920155,1.105125,1.0184826,1.0201452,0.92374694,0.92608106,1.2728106,1.2904248,0.9782405,1.0009332,0.8355065,0.91450614,0.85674626,0.86933726,0.8389712,0.86089414,0.84540224,0.8544677
1.4590824,1.4879478,1.4257299,1.4384886,1.5126337,1.5666311,1.3802655,1.3635819,1.3384643,1.3886045,1.3036354,1.3707476,1.5762076,1.5981703,1.2242669,1.1787401,1.482322,1.4856321,1.4904244,1.5362468,1.285942,1.3158264,1.1786461,1.1917611,1.2988662,1.3403984,1.5348744,1.5502406,1.4178424,1.3863007,1.5295566,1.5457568,1.2715353,1.2665497,1.1825236,1.2265527,1.1129522,1.0792942,1.1897769,1.2322125,1.5027616,1.5564433,1.1043384,1.1514162,0.9182439,0.9358055,0.9132622,0.9240341,0.90625113,0.9511973,0.90081865,0.93501717
1.5217465,1.5463126,1.4241017,1.4493778,1.5722785,1.5985421,1.4035949,1.4555149,1.4105731,1.4156622,1.5101821,1.5003532,1.7149459,1.74308,1.3067942,1.2515861,1.5749613,1.6310606,1.5337977,1.6012574,1.3988215,1.4252257,1.2435452,1.2489717,1.3880821,1.4078922,1.7041237,1.730114,1.5050825,1.5084693,1.539386,1.6137022,1.354675,1.3097892,1.2177755,1.2445804,1.1718314,1.2112937,1.1807911,1.2040558,1.5026062,1.4685689,1.0733654,1.0879606,0.9131741,0.9508979,0.9834177,0.9908389,0.9869231,1.018745,0.9716332,0.99682724
1.318486,1.3188375,1.2865188,1.2559564,1.4836695,1.3982092,1.2712713,1.2607139,1.3055422,1.2547386,1.3752596,1.370385,1.5469502,1.5384263,1.204307,1.1609524,1.4035463,1.4281508,1.4123583,1.406548,1.2368399,1.160661,1.137612,1.113426,1.3873893,1.3378294,1.4160359,1.4534271,1.4140785,1.3775395,1.4475366,1.4578774,1.2495984,1.2208831,1.1569947,1.1150548,1.1638826,1.2076008,1.0946807,1.1423504,1.3911,1.4017582,1.0692219,1.0796521,0.91046876,0.945169,0.94926953,0.90915346,0.92093503,0.9102188,0.94982576,0.9504898
1.1800822,1.148235,1.1745342,1.1608795,1.2766453,1.2217841,1.1025454,1.1431255,1.0813726,1.0643802,1.1932476,1.1736467,1.3178673,1.3339387,1.0615035,1.0741988,1.2521163,1.2814503,1.2225459,1.2135932,1.1203761,1.0693785,0.9911034,0.99646205,1.1501663,1.1414958,1.231068,1.2841609,1.1568822,1.166848,1.2284526,1.2825096,1.0777587,1.0319134,1.0080639,0.9856599,1.0939835,1.0947526,1.0205286,1.0246962,1.3367138,1.3087703,1.0399514,1.0166014,0.8555989,0.91929966,0.8738439,0.8570317,0.8663749,0.8516723,0.89978695,0.8927998
1.2292217,1.193406,1.1766288,1.1882088,1.2277207,1.2531087,1.1645759,1.1365519,1.0732534,1.0943013,1.0140853,1.0714955,1.2814372,1.2462158,1.1427758,1.0468912,1.2213293,1.2466439,1.2339872,1.214957,1.0247635,1.0815921,1.0015962,1.0429682,1.0517896,1.142612,1.3320271,1.3452467,1.1745096,1.1357181,1.1979498,1.1943134,1.0891521,1.1419826,1.097648,1.1233392,1.128366,1.1390187,1.0451974,1.1126842,1.4869546,1.4721622,1.1693693,1.1639401,0.9812951,0.94270295,0.9236754,0.955669,0.91560096,0.91381913,0.9971813,1.0129976
1.2258255,1.2507936,1.1430082,1.1657311,1.2204823,1.2584641,1.2445717,1.2453539,1.056107,1.1482201,1.1080742,1.0985128,1.3192276,1.3092704,1.1643245,1.1532617,1.3232346,1.3480502,1.3225831,1.3432631,0.9924635,0.9868761,0.95600927,0.9784755,1.0825663,1.0581162,1.3707787,1.343929,1.2577282,1.2386086,1.2388694,1.2376716,1.0947781,1.1131771,1.0092992,1.0327287,1.2104597,1.1963315,1.1137798,1.1756928,1.3828603,1.4004939,1.0779287,1.1588644,0.8970238,0.9111401,0.859647,0.90228367,0.86002076,0.85876036,0.9336877,0.9073344
1.155006,1.1433989,1.0826384,1.1299978,1.2096102,1.179217,1.2539485,1.2418854,1.1394492,1.1434329,1.0881281,1.0405211,1.3530685,1.2800375,0.9720472,0.9610502,1.2471557,1.2297305,1.2153082,1.2494514,1.0050457,0.9633288,1.0152674,0.98388726,1.031822,0.9724453,1.3586588,1.3610318,1.2728868,1.2650396,1.3161756,1.2268794,1.0540646,1.060945,1.0654212,1.063251,1.0448524,1.0699073,0.81837595,0.87451893,1.3774583,1.408322,1.1069312,1.1618792,0.927057,0.9215526,0.8891242,0.8935521,0.88710415,0.8596354,0.9217693,0.9290369
1.50851,1.4881943,1.3834097,1.3458581,1.6731921,1.6079291,1.6019816,1.6259443,1.558849,1.516945,1.5403532,1.470561,1.7335459,1.6982235,1.2847263,1.269165,1.6759641,1.6764803,1.5500908,1.5394973,1.2177025,1.1585729,1.1262275,1.0633801,1.4027927,1.3955477,1.6108623,1.6392004,1.4587431,1.4616344,1.6789956,1.5908753,1.3009145,1.2369349,1.1938012,1.1665757,1.3193587,1.2742949,1.1776888,1.0903175,1.6389581,1.5162847,1.1943142,1.1868137,0.91653043,0.93706894,0.8955395,0.83970374,0.8354635,0.81231654,0.9701767,0.96340454
1.658359,1.7319999,1.533327,1.5705293,1.8929455,1.8661575,1.570422,1.5974513,1.7002162,1.6675179,1.6727061,1.7333218,1.7233304,1.7998972,1.2905263,1.3716174,1.5674205,1.6662021,1.4187659,1.602383,1.4710176,1.4061553,1.1688361,1.2047656,1.5444459,1.5767779,1.6502603,1.7721673,1.4753331,1.5157524,1.5330181,1.5938572,1.3059105,1.3159578,1.3814275,1.3525761,1.357881,1.3871026,1.2763262,1.3090414,1.903466,1.8782713,1.3510237,1.3659948,0.9368488,0.9061992,0.8603778,0.89533645,0.8257588,0.82571703,1.1147699,1.0739876
1.6604766,1.6195803,1.4273449,1.4214427,1.733384,1.6792438,1.5839796,1.5763135,1.5670575,1.4532921,1.6494489,1.6060443,1.7475415,1.7301623,1.4399521,1.3434494,1.7341186,1.7070618,1.4640467,1.4988961,1.3313627,1.3890709,1.2082505,1.1818782,1.4351195,1.4805135,1.7970376,1.9072471,1.4793837,1.4664204,1.6249884,1.6573254,1.4248514,1.3974247,1.2902459,1.2790896,1.4328288,1.4774804,1.3096647,1.3080889,1.707292,1.6556696,1.2526238,1.2205713,0.91800445,0.92190415,0.8906693,0.9862775,0.82865924,0.9477058,1.0546995,1.1063497
1.3814223,1.3297807,1.2657579,1.2716486,1.4096549,1.3555415,1.3413377,1.282034,1.235013,1.1899545,1.3444788,1.2253667,1.5894536,1.4806715,1.261971,1.2442663,1.4725617,1.4059787,1.4062707,1.3501567,1.1718885,1.1420307,1.1041727,1.0665234,1.3165681,1.2051228,1.588962,1.5884078,1.3767905,1.2857312,1.4538819,1.4277155,1.2153094,1.2168424,1.1662741,1.1799195,1.2612332,1.2452908,1.1780056,1.1809875,1.4421266,1.4244345,1.1092315,1.1319481,0.9293445,0.93031406,0.97943836,0.9683583,0.9475037,0.9428835,1.0398748,1.0420345
1.6960288,1.7132852,1.6626759,1.7055109,1.8738464,1.8645738,1.7138492,1.7605325,1.7009168,1.7343199,1.7370462,1.7816792,1.9138122,1.9083345,1.649029,1.5558265,1.7827178,1.8257898,1.4888006,1.622559,1.4533098,1.5290761,1.3981838,1.3382418,1.6106337,1.6355914,1.75424,1.8101597,1.6696224,1.6242915,1.7338852,1.7997359,1.5595542,1.6389753,1.4195831,1.394565,1.2816712,1.337098,1.3153329,1.2747912,1.7639769,1.7552389,1.2723136,1.3741872,1.0129602,0.96687585,1.1490307,1.0878525,1.0402163,1.0698111,0.9902218,0.9737574
1.1905242,1.1871998,1.1325704,1.1177745,1.2374294,1.2275627,1.3358424,1.342846,1.1498871,1.1725653,1.1981528,1.1485785,1.3826984,1.3690763,1.0288388,1.0325103,1.2923194,1.3182607,1.1239046,1.133021,1.0815935,1.0687342,1.0777032,1.0585684,1.2229903,1.1999586,1.467856,1.5695695,1.3733824,1.3569989,1.3680109,1.4028323,1.0680772,1.0433435,1.1746598,1.1824197,1.0987574,1.0643919,0.9245759,0.90148765,1.3862956,1.3643314,1.1360255,1.12779,0.87762356,0.92014724,0.85009634,0.81539553,0.9080014,0.8118434,0.93941534,0.9202026
1.1158972,1.1241187,1.1531818,1.1266482,1.1608106,1.1338356,1.1824329,1.1375012,1.0392891,0.9898132,1.0477074,0.99326974,1.2765591,1.2478322,1.0930861,1.070742,1.2604811,1.2695124,1.1790361,1.2332358,0.99653316,0.9903917,0.9959379,1.0085659,1.1022917,1.123695,1.3798816,1.4168684,1.2564274,1.2393684,1.2611659,1.1896684,1.0575372,1.0379064,0.992022,1.0022147,1.045541,1.0522914,0.91929823,0.93766946,1.4198803,1.3930758,1.1203454,1.1004615,0.8845659,0.92386174,0.874033,0.8652716,0.8807731,0.8724186,0.8855408,0.8807378
1.088449,1.0912024,1.1063385,1.1032944,1.1477319,1.144514,1.1199645,1.1144735,1.0656843,1.0523791,1.0746531,1.0701027,1.2495388,1.2706349,1.0137305,0.9865458,1.1765218,1.2172148,1.1399578,1.1663725,1.0280228,1.0180236,1.0121067,1.0112749,1.1010821,1.078017,1.342334,1.412493,1.2444117,1.2242006,1.2245946,1.3089881,1.0422981,1.0495167,1.1644633,1.1544131,1.0191915,1.0075222,0.8828663,0.87920076,1.2055596,1.1915351,0.94213426,0.93562156,0.83192873,0.9075401,0.8518503,0.84698564,0.9156298,0.89140874,0.8481057,0.8500933
1.1295923,1.1165842,1.1039253,1.0991027,1.1853226,1.1928024,1.1002861,1.1076272,1.0677024,1.0624832,1.0692923,1.0375291,1.226885,1.2119066,1.0625255,1.0421858,1.1960012,1.1901132,1.1448348,1.1460223,0.99061114,0.97032195,0.9960813,0.9143964,1.1678789,1.063601,1.4157019,1.5075344,1.29038,1.2663141,1.2378716,1.2969121,1.0453402,1.0534846,1.0856941,1.0442346,1.0866075,1.0749199,0.9785995,0.9474158,1.301361,1.273016,1.0790472,1.1017957,0.8767292,0.9116429,0.8801637,0.82606125,0.8501484,0.8156004,0.880271,0.8931004
1.1117619,1.1360059,1.175679,1.18696,1.208251,1.2564542,1.1217936,1.1582152,1.1617259,1.2510164,1.1257856,1.1521513,1.3185296,1.308313,1.018915,0.95582026,1.2145133,1.2655296,1.1798263,1.1571285,1.0280929,1.0666463,1.0209146,1.0177487,1.2102306,1.2158574,1.4151077,1.4920347,1.3105034,1.3322436,1.3070796,1.3295362,1.0454392,1.0939876,1.099071,1.0797611,1.1494964,1.1610315,0.9245416,0.9121968,1.4486301,1.4276656,1.1427315,1.1755443,0.91905916,0.9257727,0.9051365,0.85971206,0.87002,0.8294026,0.98009473,0.9774729
